id,method,a1,a2,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,a3_10,a3_11,a3_12,a3_13,a3_14,a3_15,a3_16,a3_17,a3_18,a3_19,a3_20,a4_1,a4_2,a4_3,a4_4,a4_5,a4_6,a4_7,a5_1,a5_2,a5_3,a5_4,a5_5,a5_6,a5_7,a5_8,a6_1,a6_2,a6_3,a6_4,a6_5,a6_6,a6_7,a6_8,a6_9,a6_10,a7_1,a7_2,a7_3,a7_4,a7_5,a7_6,a7_7,a7_8,a7_9,a7_10,a7_11,a8,b1,b2,b3,b4,b5,b6,b7_1,b7_2,b7_3,b7_4,b7_5,b7_6,b7_7,b7_8,b8_1,b8_2,b8_3,b8_4,b8_5,b8_6,b8_7,b8_8,b9_1,b9_2,b9_3,b9_4,b9_5,b9_6,b9_7,b9_8,b9_9,b9_10,b9_11,b9_12,b9_13,b9_14,b9_15,b9_16,b9_17,b9_18,b9_19,b9_20,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27_1,c27_2,c27_3,c27_4,c27_5,c27_6,c27_7,c27_8,c27_9,c27_10,c27_11,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d1_10,d1_11,d1_12,d1_13,d1_14,d1_15,d1_16,e1,e2,e3,e4,e5,e6,e7,e8,e9,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9,f1_10,f2_1,f2_2,f2_3,f2_4,f2_5,f2_6,f2_7,f2_8,f2_9,f2_10,f2_11,f2_12,g1,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g3_1,g3_2,g3_3,g3_4,g3_5,g3_6,g4_1,g4_2,g4_3,g4_4,g4_5,g4_6,g4_7,g4_8,g4_9,h1,h2,h3,h4,h5_1,h5_2,h5_3,h5_4,h5_5,h6,h7,h8
191,Paper,The right direction,Increasing,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Getting much better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting much better,Getting much better,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,7,To a very significant degree,7,7,6,To no degree at all,6,To a very high degree,6,Strongly agree,Strongly agree,8,To a very significant degree,7,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,6,6,6,To a very significant degree,To a very significant degree,6,8,To a very significant degree,,,,To a very significant degree,6,To a very significant degree,To a very significant degree,7,Strongly agree,,8,Strongly agree,To a very significant degree,Strongly agree,Strongly agree,Very unfamiliar,7,1,0,0,0,0,0,1,0,0,0,0,,Very effective,Very effective,Very effective,Very effective,,8,,8,8,8,Very effective,Very effective,8,Very effective,,8,To a very significant degree,8,To a very significant degree,6,To a very significant degree,To a very significant degree,9,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Once a year to a few times a year,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,Every few months,Not at all,Not at all,Every few months,Not at all,Every few months,Every few months,Not at all,Not at all,Member of Parliament,Other,No,,0,1,0,0,1,Female,26-35,Other
192,Paper,The right direction,Staying about the same,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Getting somewhat better,Getting somewhat better,Staying the same,Getting somewhat worse,Getting somewhat better,Getting much better,Staying the same,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,7,8,7,7,6,7,8,6,6,4,To a somewhat high degree,6,8,9,7,7,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,9,,8,8,8,8,7,,9,7,,,9,9,9,7,,8,7,7,,8,8,Don’t know,,0,1,0,0,0,0,0,1,0,0,0,,7,,8,,8,6,6,7,7,6,7,,,,6,7,7,8,9,8,8,7,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,At least once a week,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Every few months,Every few months,Not at all,Not at all,Every few months,Not at all,Every few months,Every few weeks,Not at all,"Office of the President, Prime Minister",Other,No,,0,0,0,1,1,Male,56 and above,Nay Pyi Taw
193,Paper,The right direction,Increasing,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,7,8,7,7,7,7,7,6,6,5,To a somewhat high degree,8,9,8,8,8,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,6,6,6,7,8,7,8,7,9,8,6,8,8,8,9,8,8,7,8,7,8,8,7,Somewhat unfamiliar,,0,1,0,0,0,0,0,1,0,0,0,,8,8,7,,8,8,8,8,8,,7,7,7,7,7,7,7,7,8,7,,7,7,7,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Less than once a month,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Every few weeks,Every few months,Every few weeks,Not at all,Not at all,Not at all,Not at all,Every few weeks,Not at all,Member of Parliament,Finance and markets,Yes,The World Bank (IBRD/IDA),0,0,1,0,0,Female,36-45,Nay Pyi Taw
194,Paper,The right direction,Increasing,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Getting somewhat better,Staying the same,Getting somewhat better,Staying the same,Getting somewhat better,Getting somewhat better,Getting somewhat better,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,To a somewhat high degree,4,7,7,4,3,3,0,1,0,0,0,1,0,0,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,7,,,7,7,,7,,,,,,,6,7,9,,9,9,9,,,,,,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,7,7,,,,7,,,,,7,,,,7,Very high technical quality,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Once a year to a few times a year,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,Every few months,,,,,Member of Parliament,Finance and markets,Yes,The World Bank (IBRD/IDA),1,1,0,0,0,Female,46-55,Nay Pyi Taw
195,Paper,The right direction,Increasing,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Getting much better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,8,7,6,8,7,7,8,8,7,To a very high degree,Extremely familiar,9,9,9,9,7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,6,7,8,9,9,7,7,6,7,8,6,6,8,9,To a very significant degree,Strongly agree,9,8,9,9,9,7,8,Somewhat familiar,6,0,1,0,0,1,0,0,0,0,0,0,7,8,9,8,8,8,8,9,9,8,9,8,8,7,8,7,8,8,7,8,9,7,7,9,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,At least once a month,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Every few months,Every few months,,,Every few months,,,Every few months,,"Office of the President, Prime Minister",Finance and markets,Yes,The World Bank (IBRD/IDA),0,0,0,1,0,Female,46-55,Nay Pyi Taw
196,Paper,The right direction,Increasing,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Getting somewhat better,Staying the same,Getting somewhat better,Staying the same,Getting somewhat better,Getting somewhat better,Getting somewhat better,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,8,8,8,8,9,9,8,7,6,6,6,To a very high degree,5,7,7,9,9,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,,,6,8,8,6,7,8,5,8,8,8,9,9,To a very significant degree,9,9,8,9,,To a very significant degree,9,8,Somewhat familiar,9,0,1,0,0,0,0,0,1,0,0,0,8,7,7,7,,7,7,7,7,7,7,7,,,7,7,9,8,6,9,6,6,,Very significant,Very high technical quality,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Every few months,Every few months,Every few weeks,,,,Every few months,,Every few months,"Office of the President, Prime Minister","Health, nutrition",No,,0,0,0,0,1,Female,46-55,Yangon
197,Paper,The right direction,Increasing,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat worse,Staying the same,Getting somewhat better,Getting somewhat better,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,9,6,6,6,6,6,6,6,6,6,5,To a somewhat high degree,8,6,6,8,7,6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,7,6,7,7,7,6,6,6,7,7,6,7,6,6,8,6,5,6,7,6,7,7,8,Somewhat familiar,3,0,1,0,0,0,0,1,0,0,0,0,6,7,7,7,7,7,7,6,6,7,6,7,7,6,7,7,6,7,6,7,7,7,7,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,At least once a week,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,Every few months,Every few months,Not at all,Every few months,Every few months,Not at all,Every few months,Every few months,Every few months,"Office of the President, Prime Minister",Other,Yes,The World Bank (IBRD/IDA),0,0,1,0,0,Male,56 and above,Nay Pyi Taw
198,Paper,The right direction,Increasing,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Getting somewhat better,Staying the same,Getting somewhat better,Staying the same,Getting somewhat better,Getting somewhat better,Getting somewhat better,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,8,7,7,6,6,7,6,7,7,5,3,To a somewhat high degree,6,7,7,6,6,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,,6,6,7,8,6,6,5,5,6,6,7,7,8,8,7,8,5,7,5,7,6,6,Somewhat familiar,3,0,0,0,0,1,0,0,0,1,0,0,5,6,7,6,7,6,7,5,6,6,7,7,5,5,7,6,6,7,7,8,6,6,5,7,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Once a year to a few times a year,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,Every few weeks,Every few weeks,Every few months,Not at all,Not at all,Not at all,Every few months,Not at all,Every few months,Member of Parliament,Other,Yes,The World Bank (IBRD/IDA),0,1,1,0,0,Male,56 and above,Nay Pyi Taw
199,Paper,The right direction,Increasing,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Getting somewhat better,Staying the same,Getting somewhat better,Getting somewhat worse,Staying the same,Getting somewhat better,Getting somewhat better,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6,9,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,6,6,6,7,6,To a very high degree,5,Strongly agree,Strongly agree,Very effective,To a very significant degree,To a very significant degree,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,6,6,8,9,0,8,To a very significant degree,8,6,6,6,6,9,To a very significant degree,To a very significant degree,Strongly agree,Strongly agree,4,Strongly agree,Strongly agree,To a very significant degree,Strongly agree,Strongly agree,Somewhat familiar,2,0,1,0,0,1,0,0,0,0,0,0,,,7,7,,6,6,7,,9,7,Very effective,,,7,,6,,6,8,,7,,Very significant,Very high technical quality,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Once a year to a few times a year,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Every few weeks,Every few months,Every few weeks,Every few months,Not at all,Not at all,Not at all,Every few months,Not at all,"Office of the President, Prime Minister",Poverty reduction,Yes,The World Bank (IBRD/IDA),0,0,1,1,0,Male,46-55,Other
200,Paper,Not sure,Decreasing,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Staying the same,Getting somewhat worse,Staying the same,Getting somewhat worse,Getting somewhat better,Staying the same,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,8,8,8,9,8,9,9,9,9,7,To a very high degree,5,9,9,7,7,7,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,6,6,7,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,Somewhat familiar,4,1,1,0,0,0,0,0,0,0,0,0,7,7,7,7,8,8,7,8,8,8,8,9,9,8,8,8,6,7,7,8,7,7,7,7,8,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Less than once a year,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Every few months,Every few months,Every few weeks,Every few months,Every few months,Not at all,Every few months,Every few months,Not at all,Member of Parliament,Other,Yes,The World Bank (IBRD/IDA),0,1,0,1,0,Female,46-55,Yangon
201,Paper,The right direction,Increasing,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting much better,Getting somewhat better,Getting much better,0,1,0,0,0,1,0,0,,,,,,,,,,,To a very significant degree,6,7,,7,6,6,7,6,To no degree at all,3,To a very high degree,6,Strongly agree,,Very effective,To a very significant degree,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,9,Strongly agree,9,6,Strongly agree,Strongly agree,Somewhat familiar,,0,0,0,0,0,0,1,1,0,0,0,,,7,,,,7,7,,,,,,,,,8,,8,,,,,Very significant,Very high technical quality,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,At least once a month,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,Every few weeks,,"Office of the President, Prime Minister",Other,Yes,The World Bank (IBRD/IDA),1,0,0,1,0,Male,46-55,Nay Pyi Taw
202,Paper,The right direction,Increasing,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Staying the same,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting much better,Getting much better,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,8,7,7,8,7,To a very high degree,9,Strongly agree,Strongly agree,Very effective,To a very significant degree,7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9,8,8,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,9,To a very significant degree,8,8,7,To a very significant degree,To a very significant degree,To a very significant degree,Strongly agree,Strongly agree,9,Strongly agree,Strongly agree,To a very significant degree,Strongly agree,Strongly agree,Somewhat unfamiliar,5,0,0,0,0,0,1,0,1,0,0,0,7,,9,8,9,8,,7,7,9,,9,9,8,9,6,9,To a very significant degree,9,To a very significant degree,To a very significant degree,9,8,Very significant,Very high technical quality,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,At least once a week,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Every few weeks,Every few days,Every few days,Every few days,Every few months,Every few weeks,Every few months,Every few days,Not at all,"Office of the President, Prime Minister",Energy,Yes,The World Bank (IBRD/IDA),0,0,1,1,0,Female,36-45,Nay Pyi Taw
203,Paper,The right direction,Staying about the same,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Staying the same,Staying the same,Staying the same,Staying the same,Getting somewhat worse,Staying the same,Getting somewhat worse,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6,4,6,,4,6,6,6,2,To no degree at all,4,To a somewhat high degree,6,8,8,7,7,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7,6,6,6,7,7,8,7,6,7,6,6,7,7,8,8,8,8,7,8,7,6,9,8,Somewhat familiar,5,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,8,,,,,7,6,6,7,6,7,6,6,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,At least once a month,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,Not at all,Every few months,Every few months,Not at all,Every few months,Not at all,Not at all,Every few weeks,Not at all,"Office of the President, Prime Minister",Other,Yes,The World Bank (IBRD/IDA),0,0,1,1,0,Male,26-35,Nay Pyi Taw
204,Paper,The right direction,Increasing,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Getting much better,Getting somewhat better,Getting somewhat better,Staying the same,Getting somewhat better,Getting somewhat better,Getting somewhat better,,,,,,,,,1,0,0,1,0,0,0,0,0,0,8,8,8,8,8,8,6,6,6,7,6,To a somewhat low degree,Extremely familiar,9,9,9,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,6,6,6,7,7,7,7,7,8,8,7,9,8,9,9,9,8,8,8,8,9,8,8,Somewhat familiar,8,1,0,0,0,1,0,0,0,0,0,0,,7,8,7,8,7,7,7,7,7,7,8,8,8,9,8,8,8,7,8,7,7,7,8,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Less than once a month,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,Every few weeks,Every few weeks,Every few weeks,Every few weeks,Every few months,Every few weeks,Every few months,Every few weeks,Every few weeks,"Office of the President, Prime Minister",Finance and markets,Yes,The World Bank (IBRD/IDA),0,1,1,0,0,Male,46-55,Nay Pyi Taw
205,Paper,The right direction,Increasing,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Getting much better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,Getting somewhat better,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,To a very significant degree,9,9,9,8,9,To a very significant degree,8,8,7,7,To a very low degree,8,9,9,9,9,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,9,9,9,To a very significant degree,,9,Very unfamiliar,9,0,0,0,0,0,0,1,0,0,0,0,9,,9,,9,,,,,9,9,,,,9,9,9,9,9,To a very significant degree,9,9,9,Very significant,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,At least once a week,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Not at all,"Office of the President, Prime Minister",Other,Yes,The World Bank (IBRD/IDA),0,0,1,1,0,Female,36-45,Nay Pyi Taw
206,Paper,The right direction,Staying about the same,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Staying the same,Getting somewhat better,Getting somewhat better,Staying the same,Staying the same,Getting somewhat better,Getting somewhat better,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,8,6,7,7,6,7,,,6,6,6,To a somewhat high degree,7,7,7,7,7,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,,,,7,7,6,6,,6,6,,,6,7,7,,,,,,6,6,,Don’t know,,0,1,0,0,0,0,0,1,0,0,0,,,5,,,,,,,,,5,,,5,5,,,,,,,,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Less than once a year,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,,,Every few months,,,,,,,"Office of the President, Prime Minister",Trade and competitiveness,No,,,,,,,Female,46-55,Nay Pyi Taw
207,Paper,The right direction,Increasing,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Getting somewhat better,Getting somewhat better,Staying the same,Getting much better,Getting somewhat better,Getting much better,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,8,9,To a very significant degree,6,8,To a very significant degree,8,9,8,8,5,To a somewhat high degree,7,Strongly agree,9,9,To a very significant degree,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,8,9,To a very significant degree,To a very significant degree,To a very significant degree,To a very significant degree,9,9,To a very significant degree,8,8,8,To a very significant degree,To a very significant degree,To a very significant degree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,9,Strongly agree,9,,8,0,1,0,0,0,0,1,0,0,0,0,Very effective,Very effective,9,Very effective,Very effective,,Very effective,8,Very effective,Very effective,Very effective,Very effective,Very effective,Very effective,9,Very effective,9,8,9,To a very significant degree,To a very significant degree,9,8,8,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Once a year to a few times a year,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Every few months,Every few months,Not at all,Not at all,Not at all,Not at all,Every few months,Not at all,Every few months,"Office of the President, Prime Minister",Other,Yes,The International Finance Corporation (IFC),0,0,0,1,0,Female,26-35,Yangon
208,Paper,The right direction,Increasing,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Getting somewhat better,Getting somewhat better,Staying the same,Getting somewhat better,Getting somewhat better,Getting somewhat better,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,7,8,7,7,7,7,7,6,6,4,To a somewhat high degree,8,9,8,8,8,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,6,9,9,7,6,6,9,7,6,8,8,7,9,8,8,7,8,7,8,7,7,Somewhat unfamiliar,,0,1,0,0,0,0,0,1,0,0,0,,7,7,9,,,,,,,,,,,7,,7,,7,,,9,,7,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Less than once a month,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Every few weeks,Every few months,Every few weeks,Not at all,Not at all,Not at all,Not at all,Every few weeks,Not at all,Member of Parliament,"Communications, public affairs",Yes,The World Bank (IBRD/IDA),0,0,1,0,0,Male,36-45,Nay Pyi Taw
209,Paper,Not sure,Staying about the same,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Getting somewhat better,Getting somewhat better,Staying the same,Staying the same,Getting somewhat better,Getting much better,Staying the same,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,8,7,8,7,7,6,7,8,7,6,5,To a somewhat high degree,5,8,8,7,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9,9,,8,9,9,9,8,,To a very significant degree,,,,8,9,8,7,,8,8,7,,8,8,Very unfamiliar,,0,1,0,0,0,0,0,1,0,0,0,,8,,9,,8,7,7,,7,7,7,,7,,7,8,8,8,9,9,9,8,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Less than once a month,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,Every few months,Every few months,Every few months,Not at all,Every few months,Not at all,Not at all,Every few months,Not at all,"Office of the President, Prime Minister",Other,No,,0,0,1,1,0,Female,26-35,Nay Pyi Taw
210,Paper,The right direction,Decreasing,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Getting somewhat better,Staying the same,Staying the same,,Getting somewhat better,Getting somewhat better,Getting somewhat better,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,9,To a very significant degree,9,9,9,9,5,,7,7,6,To a somewhat low degree,5,8,8,8,8,8,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,8,8,To a very significant degree,8,9,7,8,8,8,8,9,8,9,7,7,7,8,7,6,6,7,Somewhat familiar,5,0,1,0,0,0,0,0,1,0,0,0,,7,8,7,9,,9,9,8,7,7,8,8,6,7,7,7,7,7,7,7,6,7,Very significant,9,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Never,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Not at all,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Every few months,Member of Parliament,Other,No,,,,,,,Male,56 and above,Nay Pyi Taw
211,Paper,The right direction,Staying about the same,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Getting somewhat better,Getting somewhat better,Staying the same,Staying the same,Getting somewhat better,Getting somewhat better,Getting somewhat better,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7,7,6,6,6,7,6,6,6,6,6,To a somewhat high degree,6,6,6,6,6,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,5,5,6,6,6,6,6,Somewhat familiar,5,0,0,1,0,0,0,1,0,0,0,0,,,7,7,7,7,7,7,7,7,7,7,7,7,,,,,6,6,,,6,6,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Once a year to a few times a year,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,Every few weeks,Every few weeks,Not at all,Every few months,Every few months,Every few months,Every few months,Every few months,Not at all,Officials from Project Management Unit (PMU) overseeing implementation of WBG project,Other,Yes,The World Bank (IBRD/IDA),0,0,1,1,0,Male,36-45,Nay Pyi Taw
